event_id,site,garage,station_id,fault_family,raw_states,start_utc,end_utc,duration_min,session_count,split_set,stable_capacity_kw_l1,lost_capacity_l0_kw_mean,lost_capacity_l1_kw_mean,lost_capacity_l1_kw_max,loss_fraction_l1_mean,loss_fraction_l1_max,active_at_onset_l1,actual_before_kw,actual_after_kw,pilot_before_kw,pilot_after_kw,state_loss_sync,precursor_5m,precursor_15m,precursor_30m
35,caltech,N_Wilson_Garage_01,2-137-441-3010,hard_disabled,DISABLED CHARGER,2020-01-08 01:13:00+00:00,2020-01-08 01:13:00+00:00,1,1,validation,7.68,7.2,7.68,7.68,0.04907328969808207,0.04907328969808207,True,0.0,0.0,7.68,7.68,True,False,False,False
36,caltech,N_Wilson_Garage_01,2-137-441-3010,hard_disabled,DISABLED CHARGER,2020-02-07 03:18:00+00:00,2020-02-07 03:18:00+00:00,1,1,stress,7.68,7.2,7.68,7.68,0.10391594854878357,0.10391594854878357,True,0.0,0.0,7.68,7.68,True,False,False,False
37,caltech,N_Wilson_Garage_01,2-137-441-3011,hard_disabled,DISABLED CHARGER,2019-12-21 01:03:00+00:00,2019-12-21 01:03:00+00:00,1,1,stress,7.68,7.2,7.68,7.68,0.09882307743455998,0.09882307743455998,True,0.0,0.0,7.68,7.68,True,False,False,False
38,caltech,N_Wilson_Garage_01,2-137-441-3011,hard_disabled,DISABLED CHARGER,2020-01-13 06:57:00+00:00,2020-01-13 06:57:00+00:00,1,1,validation,7.68,7.2,7.68,7.68,0.41025641025641024,0.41025641025641024,True,0.0,0.0,7.68,7.68,True,False,False,False
39,caltech,N_Wilson_Garage_01,2-137-441-3011,hard_disabled,DISABLED CHARGER,2020-06-15 17:01:00+00:00,2020-06-15 17:01:00+00:00,1,1,test,0.0,7.2,0.0,0.0,0.0,0.0,False,,2.372875,,6.24,False,False,False,False
40,caltech,N_Wilson_Garage_01,2-137-441-3012,hard_disabled,DISABLED CHARGER,2020-01-24 19:29:00+00:00,2020-01-24 19:30:00+00:00,3,2,validation,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,7.68,False,False,False,False
41,caltech,N_Wilson_Garage_01,2-137-441-3013,hard_disabled,DISABLED CHARGER,2020-02-04 22:20:00+00:00,2020-02-04 22:21:00+00:00,3,2,stress,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,7.68,False,False,False,False
42,caltech,N_Wilson_Garage_01,2-137-441-3014,hard_disabled,DISABLED CHARGER,2019-12-17 14:59:00+00:00,2019-12-17 14:59:00+00:00,2,2,stress,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,7.68,False,False,False,False
43,caltech,N_Wilson_Garage_01,2-137-441-3014,hard_disabled,DISABLED CHARGER,2019-12-28 05:06:00+00:00,2019-12-28 21:35:00+00:00,989,2,stress,7.68,7.200000000000001,7.680000000000002,7.68,0.5739570476220098,1.0,True,0.0,0.0,7.68,7.68,True,False,False,False
44,caltech,N_Wilson_Garage_01,2-137-441-3014,hard_disabled,DISABLED CHARGER,2020-01-19 04:13:00+00:00,2020-01-19 04:13:00+00:00,2,2,validation,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,7.68,False,False,False,False
45,caltech,N_Wilson_Garage_01,2-137-441-3016,hard_disabled,DISABLED CHARGER,2020-01-25 01:59:00+00:00,2020-01-25 01:59:00+00:00,1,1,validation,7.68,7.2,7.68,7.68,0.1341036031267774,0.1341036031267774,True,0.0,0.0,7.68,7.68,True,False,False,False
46,caltech,N_Wilson_Garage_01,2-137-441-3016,hard_disabled,DISABLED CHARGER,2020-02-02 00:10:00+00:00,2020-02-02 00:10:00+00:00,1,1,stress,7.68,7.2,7.68,7.68,0.18656816731174122,0.18656816731174122,True,0.0,0.0,7.68,7.68,True,False,False,False
47,caltech,N_Wilson_Garage_01,2-137-441-3017,hard_disabled,DISABLED CHARGER,2020-01-24 01:24:00+00:00,2020-01-24 01:24:00+00:00,1,1,validation,7.68,7.2,7.68,7.68,0.07808537834301461,0.07808537834301461,True,0.0,0.0,7.68,7.68,True,False,False,False
48,caltech,N_Wilson_Garage_01,2-137-441-3017,hard_disabled,DISABLED CHARGER,2020-01-31 21:03:00+00:00,2020-01-31 21:03:00+00:00,1,1,validation,7.68,7.2,7.68,7.68,0.03193050580317974,0.03193050580317974,True,0.0,0.0,7.68,7.68,True,False,False,False
49,caltech,N_Wilson_Garage_01,2-137-441-3018,hard_disabled,DISABLED CHARGER,2019-12-17 01:05:00+00:00,2019-12-17 01:05:00+00:00,1,1,stress,7.68,7.2,7.68,7.68,0.05329714798684252,0.05329714798684252,True,0.0,0.0,7.68,7.68,True,False,False,False
50,caltech,N_Wilson_Garage_01,2-137-441-3018,hard_disabled,DISABLED CHARGER,2020-01-17 01:08:00+00:00,2020-01-17 01:08:00+00:00,1,1,validation,7.68,7.2,7.68,7.68,0.05116927758602882,0.05116927758602882,True,0.0,0.0,7.68,7.68,True,False,False,False
51,caltech,N_Wilson_Garage_01,2-137-441-3019,hard_disabled,DISABLED CHARGER,2019-12-10 17:39:00+00:00,2019-12-10 17:41:00+00:00,5,3,stress,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,7.68,False,False,False,False
52,caltech,N_Wilson_Garage_01,2-137-441-3020,hard_disabled,DISABLED CHARGER,2019-12-11 03:37:00+00:00,2019-12-11 03:37:00+00:00,1,1,stress,7.68,7.2,7.68,7.68,0.12644213178273134,0.12644213178273134,True,0.0,0.0,7.68,7.68,True,False,False,False
53,caltech,N_Wilson_Garage_01,2-137-441-3023,hard_disabled,DISABLED CHARGER,2019-12-10 17:26:00+00:00,2019-12-10 17:26:00+00:00,1,1,stress,7.68,7.2,7.68,7.68,0.05875601389091047,0.05875601389091047,True,1.6434666666666664,0.0,7.68,7.68,True,False,False,False
54,caltech,N_Wilson_Garage_01,2-137-441-3023,hard_disabled,DISABLED CHARGER,2019-12-11 20:33:00+00:00,2019-12-11 20:33:00+00:00,1,1,stress,7.68,7.2,7.68,7.68,0.030549883841070227,0.030549883841070227,True,0.0,0.0,7.68,7.68,True,False,False,False
55,caltech,N_Wilson_Garage_01,2-137-441-3023,hard_disabled,DISABLED CHARGER,2019-12-12 17:42:00+00:00,2019-12-12 17:42:00+00:00,1,1,stress,7.68,7.2,7.68,7.68,0.023245948193397207,0.023245948193397207,True,0.42393333333333333,0.0,7.68,7.68,True,False,False,False
56,caltech,N_Wilson_Garage_01,2-137-441-3023,hard_disabled,DISABLED CHARGER,2020-02-03 19:52:00+00:00,2020-02-03 19:53:00+00:00,2,1,stress,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,7.04,1.92,False,False,False,False
57,caltech,N_Wilson_Garage_01,2-137-441-3023,hard_disabled,DISABLED CHARGER,2020-02-05 02:22:00+00:00,2020-02-05 02:22:00+00:00,1,1,stress,7.68,7.2,7.68,7.68,0.07010294899887119,0.07010294899887119,True,0.0,0.0,7.68,7.68,True,False,False,False
58,caltech,N_Wilson_Garage_01,2-137-441-3023,hard_disabled,DISABLED CHARGER,2020-06-15 17:01:00+00:00,2020-06-15 17:01:00+00:00,1,1,test,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,0.96,False,False,False,False
59,caltech,California_Garage_01,2-39-125-21,pilot_violation,PILOT VIOLATION,2018-06-08 18:59:00+00:00,2018-06-08 23:55:00+00:00,297,1,train,1.6229666666666667,7.200000000000002,0.0,0.0,0.0,0.0,True,1.6229666666666667,2.700875,,,False,False,False,False
60,caltech,California_Garage_01,2-39-125-559,hard_disabled,DISABLED CHARGER,2018-10-25 16:46:00+00:00,2018-10-25 16:46:00+00:00,1,1,train,6.669499999999999,7.2,5.8856111111111105,5.8856111111111105,0.029301080425917614,0.029301080425917614,True,6.669499999999999,0.000875,,,True,False,False,False
61,caltech,California_Garage_01,2-39-126-20,pilot_violation,PILOT VIOLATION,2018-08-01 00:26:00+00:00,2018-08-01 01:36:00+00:00,71,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,3.1146,6.750875,,,False,False,False,False
62,caltech,California_Garage_01,2-39-128-18,pilot_violation,PILOT VIOLATION,2018-08-09 15:54:00+00:00,2018-08-09 17:03:00+00:00,70,1,train,6.181307692307692,7.2,0.28674270994632706,4.429745192307692,0.004385507617787229,0.06557457976765867,True,6.181307692307692,6.132529411764706,,,False,False,False,False
63,caltech,California_Garage_01,2-39-130-31,pilot_violation,DISABLED PILOT VIOLATION,2018-11-13 18:32:00+00:00,2018-11-14 01:27:00+00:00,416,1,train,3.09,7.200000000000002,3.089612839366516,3.09,0.02932146982139184,0.039373846429432556,True,2.6387647058823527,0.0,3.09,1.92,True,False,False,False
64,caltech,California_Garage_01,2-39-130-31,pilot_violation,DISABLED PILOT VIOLATION,2018-11-14 01:30:00+00:00,2018-11-14 01:38:00+00:00,9,1,train,0.0,7.199999999999999,0.0,0.0,0.0,0.0,False,0.0,1.2648571428571427,2.16,2.16,False,True,True,True
65,caltech,California_Garage_01,2-39-79-377,pilot_violation,PILOT VIOLATION,2018-07-23 16:48:00+00:00,2018-07-23 19:08:00+00:00,141,1,train,2.211,7.200000000000003,0.008130542890915218,0.9985333333333333,0.00014386261343722864,0.018258109323928146,True,2.211,2.2460625,,,False,False,False,False
66,caltech,California_Garage_01,2-39-79-377,pilot_violation,PILOT VIOLATION,2018-07-23 19:43:00+00:00,2018-07-23 20:18:00+00:00,36,1,train,2.2354666666666665,7.199999999999999,0.05601891534391534,2.0166809523809524,0.0010913463173512071,0.03928846742464346,True,2.2354666666666665,2.8688421052631576,,,False,False,False,False
67,caltech,California_Garage_01,2-39-79-381,hard_disabled,DISABLED CHARGER,2018-11-14 16:34:00+00:00,2018-11-14 16:38:00+00:00,7,4,train,0.0,7.200000000000001,0.0,0.0,0.0,0.0,False,0.0,0.0,1.92,1.92,False,True,True,True
68,caltech,California_Garage_01,2-39-79-381,hard_disabled,DISABLED CHARGER,2018-11-14 17:22:00+00:00,2018-11-14 17:28:00+00:00,7,1,train,0.0,7.200000000000001,0.0,0.0,0.0,0.0,False,,0.0,,1.92,False,False,False,False
69,caltech,California_Garage_01,2-39-79-381,pilot_violation,DISABLED PILOT VIOLATION,2018-11-14 16:24:00+00:00,2018-11-14 16:33:00+00:00,10,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.6255,0.0,1.92,1.92,False,False,False,False
70,caltech,California_Garage_01,2-39-79-382,pilot_violation,DISABLED PILOT VIOLATION,2018-11-14 16:16:00+00:00,2018-11-14 16:21:00+00:00,5,2,train,0.0,7.2,0.0,0.0,0.0,0.0,False,1.5087499999999998,0.0,1.92,1.92,False,False,False,False
71,caltech,California_Garage_01,2-39-79-383,pilot_violation,PILOT VIOLATION,2018-08-15 22:41:00+00:00,2018-08-15 22:54:00+00:00,14,1,train,4.462692307692308,7.200000000000001,0.3016179487179487,3.4416256410256407,0.011865762911194599,0.13116844683149567,True,4.462692307692308,4.588533333333333,,,False,False,False,False
72,caltech,California_Garage_01,2-39-79-383,pilot_violation,DISABLED PILOT VIOLATION,2019-11-19 17:41:00+00:00,2019-11-19 18:03:00+00:00,23,1,validation,6.683333333333333,7.1999999999999975,0.4471433295782078,6.680666666666666,0.0016762013914182906,0.02499349017803349,True,6.683333333333333,6.6182,1.92,1.92,False,False,False,False
73,caltech,California_Garage_01,2-39-88-438,hard_disabled,DISABLED CHARGER,2018-10-25 15:49:00+00:00,2018-10-25 15:49:00+00:00,1,1,train,6.65375,7.2,3.7306874999999997,3.7306874999999997,0.01787678835473889,0.01787678835473889,True,6.6480625,1.6041333333333332,,,True,False,False,False
74,caltech,California_Garage_01,2-39-88-438,pilot_violation,PILOT VIOLATION,2018-06-25 20:04:00+00:00,2018-06-25 20:45:00+00:00,42,1,train,2.4965714285714284,7.199999999999999,0.0791780045351474,2.483638095238095,0.0017988691345611056,0.05469938763605127,True,2.4965714285714284,2.5313333333333334,,,False,False,False,False
75,caltech,California_Garage_01,2-39-90-26,pilot_violation,PILOT VIOLATION,2018-07-24 04:03:00+00:00,2018-07-24 04:16:00+00:00,14,1,train,6.618882352941177,7.200000000000001,0.4725451680672269,6.6156323529411765,0.01519889195077072,0.21278448731079008,True,6.618882352941177,6.6621875,,,False,False,False,False
76,caltech,California_Garage_01,2-39-92-436,pilot_violation,DISABLED PILOT VIOLATION,2018-11-27 18:31:00+00:00,2018-11-27 18:32:00+00:00,2,1,train,1.92,7.2,0.0,0.0,0.0,0.0,True,1.6541875,1.2055384615384614,1.92,1.92,False,False,False,False
77,caltech,California_Garage_01,2-39-95-27,pilot_violation,DISABLED PILOT VIOLATION,2018-11-16 16:36:00+00:00,2018-11-16 16:37:00+00:00,2,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.6961666666666666,0.661625,1.92,1.44,False,False,False,False
78,caltech,California_Garage_02,2-6-3-1623,hard_disabled,DISABLED CHARGER,2019-03-25 01:54:00+00:00,2019-03-25 01:54:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,0.0,False,False,False,False
79,caltech,California_Garage_02,2-6-3-1623,hard_disabled,DISABLED CHARGER,2019-03-27 21:17:00+00:00,2019-03-27 21:20:00+00:00,4,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,6.48,False,False,False,False
80,caltech,California_Garage_02,2-6-3-1623,hard_disabled,DISABLED CHARGER,2019-03-28 03:05:00+00:00,2019-03-28 03:06:00+00:00,2,1,train,9.0,7.2,9.0,9.0,0.2136752136752137,0.2136752136752137,True,8.0641,0.0,9.0,16.000000000000004,True,True,True,True
81,caltech,California_Garage_02,2-6-3-1623,hard_disabled,DISABLED CHARGER,2019-03-28 03:18:00+00:00,2019-03-28 03:19:00+00:00,2,1,train,16.000000000000004,7.2,16.000000000000004,16.000000000000004,0.33898305084745767,0.33898305084745767,True,0.0,0.0,15.36,15.36,True,True,True,True
82,caltech,California_Garage_02,2-6-3-1623,hard_disabled,DISABLED CHARGER,2019-03-28 03:46:00+00:00,2019-03-28 03:48:00+00:00,2,1,train,1.92,7.2,1.92,1.92,0.08510638297872339,0.08510638297872339,True,0.0,0.0,1.92,15.264,True,False,False,True
83,caltech,California_Garage_02,2-6-3-1623,hard_disabled,DISABLED CHARGER,2019-03-29 14:46:00+00:00,2019-03-29 14:48:00+00:00,3,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,15.48,False,False,False,False
84,caltech,California_Garage_02,2-6-3-1623,hard_disabled,DISABLED CHARGER,2019-03-29 21:32:00+00:00,2019-03-29 21:36:00+00:00,5,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,False,False,False
85,caltech,California_Garage_02,2-6-3-1623,hard_disabled,DISABLED CHARGER,2019-03-29 21:39:00+00:00,2019-03-29 21:40:00+00:00,2,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
86,caltech,California_Garage_02,2-6-3-1623,hard_disabled,DISABLED CHARGER,2019-03-29 21:44:00+00:00,2019-03-29 21:45:00+00:00,2,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
87,caltech,California_Garage_02,2-6-3-1623,hard_disabled,DISABLED CHARGER,2019-04-02 21:16:00+00:00,2019-04-02 23:27:00+00:00,132,1,train,17.64,7.200000000000001,17.640000000000004,17.64,0.14022888667267497,0.16731765185817724,True,16.23633625,0.0,17.64,0.0,True,False,False,False
88,caltech,California_Garage_02,2-6-3-1623,hard_disabled,DISABLED CHARGER,2019-04-02 23:32:00+00:00,2019-04-02 23:35:00+00:00,4,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
89,caltech,California_Garage_02,2-6-3-1623,hard_disabled,DISABLED CHARGER,2019-04-02 23:51:00+00:00,2019-04-02 23:56:00+00:00,4,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,0.0,False,False,False,True
90,caltech,California_Garage_02,2-6-3-1623,hard_disabled,DISABLED CHARGER,2019-04-03 00:01:00+00:00,2019-04-03 00:36:00+00:00,35,1,train,0.0,7.199999999999999,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
91,caltech,California_Garage_02,2-6-3-1623,hard_disabled,DISABLED CHARGER,2019-04-03 00:39:00+00:00,2019-04-03 00:53:00+00:00,13,1,train,0.0,7.200000000000001,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
92,caltech,California_Garage_02,2-6-3-1623,hard_disabled,DISABLED CHARGER,2019-04-09 18:25:00+00:00,2019-04-09 21:32:00+00:00,188,1,train,10.08,7.200000000000002,10.08,10.08,0.05497349770553139,0.06665836528450574,True,7.4795799999999995,0.0,10.08,0.0,True,False,True,True
93,caltech,California_Garage_02,2-6-3-1623,hard_disabled,DISABLED CHARGER,2019-04-20 10:29:00+00:00,2019-04-20 10:30:00+00:00,2,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,False,False,False
94,caltech,California_Garage_02,2-6-3-1623,hard_disabled,DISABLED CHARGER,2019-06-02 00:51:00+00:00,2019-06-02 00:51:00+00:00,1,1,train,7.92,7.2,7.92,7.92,0.1636788776305534,0.1636788776305534,True,6.062288571428572,1.56481,6.651428571428571,1.92,True,False,True,True
95,caltech,California_Garage_02,2-6-3-1623,hard_disabled,DISABLED CHARGER,2019-10-06 23:47:00+00:00,2019-10-06 23:47:00+00:00,1,1,validation,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,15.262531173913041,0.0,18.72,False,False,False,False
